CCAA;CIUDAD;Num_Documentos;Fecha_Inicio;Ultima_Actualizacion;Licencia;Compartir?;Transformar?;Uso con fin comercial?;Gratis?;FORMATO MÁQUINA;FORMATO MAPA;SIN FORMATO;ACTUALIZADO;CATEGORIA;DATASET;% Categoria en Catalogo;Creado;Frecuencia;NOTA PORTAL
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;0;0;1;21/03/2018;SECTOR PUBLICO;Noticias del Distrito 5: Ibaiondo;63,49%;30/10/2014;Diario;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;0;0;1;21/03/2018;SECTOR PUBLICO;Noticias del Distrito 6: Abando;63,49%;30/10/2014;Diario;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;0;0;1;21/03/2018;SECTOR PUBLICO;Noticias del Distrito 7: Rekalde;63,49%;30/10/2014;Diario;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;0;0;1;21/03/2018;SECTOR PUBLICO;Noticias del Distrito 8: Basurto / Zorroza;63,49%;30/10/2014;Diario;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Presupuesto de gastos del Ayuntamiento de Bilbao de 2012;63,49%;15/09/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Presupuesto de gastos del Ayuntamiento de Bilbao de 2013;63,49%;15/09/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Presupuesto de gastos del Ayuntamiento de Bilbao de 2014;63,49%;15/09/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;22/12/2014;SECTOR PUBLICO;Presupuesto de gastos del Ayuntamiento de Bilbao de 2015;63,49%;15/09/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;16/01/2018;SECTOR PUBLICO;Presupuesto de gastos del Ayuntamiento de Bilbao de 2018;63,49%;15/09/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Presupuesto de ingresos del Ayuntamiento de Bilbao de 2012;63,49%;15/09/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Presupuesto de ingresos del Ayuntamiento de Bilbao de 2013;63,49%;15/09/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Presupuesto de ingresos del Ayuntamiento de Bilbao de 2014;63,49%;15/09/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;22/12/2014;SECTOR PUBLICO;Presupuesto de ingresos del Ayuntamiento de Bilbao de 2015;63,49%;30/10/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;16/01/2018;SECTOR PUBLICO;Presupuesto de ingresos del Ayuntamiento de Bilbao de 2018;63,49%;16/01/2018;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;0;0;1;21/03/2018;SECTOR PUBLICO;Próximos contratos previstos;63,49%;30/09/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Proyecto de Presupuesto de gastos del Ayuntamiento de Bilbao de 2015;63,49%;30/10/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;06/11/2015;SECTOR PUBLICO;Proyecto de Presupuesto de gastos del Ayuntamiento de Bilbao de 2016;63,49%;06/11/2015;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;04/11/2016;SECTOR PUBLICO;Proyecto de Presupuesto de gastos del Ayuntamiento de Bilbao de 2017;63,49%;04/11/2016;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Proyecto de Presupuesto de ingresos del Ayuntamiento de Bilbao de 2015;63,49%;30/10/2014;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;06/11/2015;SECTOR PUBLICO;Proyecto de Presupuesto de ingresos del Ayuntamiento de Bilbao de 2016;63,49%;06/11/2015;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;04/11/2016;SECTOR PUBLICO;Proyecto de Presupuesto de ingresos del Ayuntamiento de Bilbao de 2017;63,49%;04/11/2016;1 Año;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Resultado de las Elecciones Municipales del año 1987;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Resultado de las Elecciones Municipales del año 1991;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Resultado de las Elecciones Municipales del año 1995;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Resultado de las Elecciones Municipales del año 1999;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Resultado de las Elecciones Municipales del año 2003;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Resultado de las Elecciones Municipales del año 2007;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Resultado de las Elecciones Municipales del año 2011;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;12/06/2015;SECTOR PUBLICO;Resultado de las Elecciones Municipales del año 2015;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Retribuciones del personal de libre designación del año 2007;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Retribuciones del personal de libre designación del año 2008;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Retribuciones del personal de libre designación del año 2009;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Retribuciones del personal de libre designación del año 2010;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Retribuciones del personal de libre designación del año 2011;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Retribuciones del personal de libre designación del año 2012;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SECTOR PUBLICO;Retribuciones del personal de libre designación del año 2013;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;14/11/2014;SECTOR PUBLICO;Retribuciones del personal de libre designación del año 2014;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/02/2015;SECTOR PUBLICO;Retribuciones del personal de libre designación del año 2015 (Gobierno 2011-2015);63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;16/07/2015;SECTOR PUBLICO;Retribuciones del personal de libre designación del año 2015 (Gobierno 2015-2019);63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Retribuciones del personal funcionario del año 2010;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Retribuciones del personal funcionario del año 2011;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Retribuciones del personal funcionario del año 2012;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Retribuciones del personal funcionario del año 2013;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Retribuciones del personal funcionario del año 2014;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;15/09/2014;SECTOR PUBLICO;Retribuciones del personal funcionario del año 2015;63,49%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;31/01/2018;SOCIEDAD Y BIENESTAR;"Agenda 1 Mes de actividades de las Asociaciones ""Gizarte Egutegia""";2,64%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;0;1;0;15/03/2018;SOCIEDAD Y BIENESTAR;Anillo verde de Bilbao;2,64%;15/09/2014;1 Mes;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;21/03/2018;SOCIEDAD Y BIENESTAR;Guía de Asociaciones de Bilbao;2,64%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SOCIEDAD Y BIENESTAR;Subvenciones para Entidades concedidas en la convocatoria del año 2013;2,64%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;30/10/2014;SOCIEDAD Y BIENESTAR;Subvenciones para Entidades denegadas en la convocatoria del año 2013;2,64%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;1;0;0;18/03/2018;TURISMO;Lugares de interés turístico;0,52%;;;5,14
Pais Vasco;Bilbao;189;30/10/2014;19/03/2018;Creative Commons;true;true;true;true;0;1;0;15/03/2018;CIENCIA Y TECNOLOGIA;Zonas wifi de Bilbao;0,52%;15/09/2014;1 Mes;5,14
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;14/02/2018;MEDIO AMBIENTE;Actuaciones en materia de limpieza urbana;10,83%;11/08/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;07/08/2017;MEDIO AMBIENTE;Arbolado en parques y zonas verdes, y parques históricos de la ciudad de Madrid;10,83%;07/08/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;24/10/2017;MEDIO AMBIENTE;Áreas caninas;10,83%;13/06/2017;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;20/03/2018;MEDIO AMBIENTE;Calidad de las aguas regeneradas;10,83%;16/08/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;26/02/2018;MEDIO AMBIENTE;Calidad del aire: Datos diarios años 2001 a 2018;10,83%;10/01/2014;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;01/10/2015;MEDIO AMBIENTE;Calidad del aire: Datos en tiempo real;10,83%;09/04/2015;Real;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;0;1;13/03/2018;MEDIO AMBIENTE;Calidad del aire: Datos horarios años 2001 a 2018;10,83%;09/01/2014;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;18/04/2017;MEDIO AMBIENTE;Calidad del aire: Estaciones de control;10,83%;04/03/2015;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;16/08/2017;MEDIO AMBIENTE;Concesiones de zonas verdes;10,83%;16/08/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;08/03/2018;MEDIO AMBIENTE;Contaminación acústica. Datos históricos mensuales;10,83%;30/03/2015;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;0;1;02/07/2015;MEDIO AMBIENTE;Contaminación acústica: datos en tiempo real;10,83%;02/07/2015;Diario;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;05/09/2017;MEDIO AMBIENTE;Contaminación acústica: Estaciones de medida;10,83%;20/01/2015;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;08/03/2018;MEDIO AMBIENTE;Contenedores de aceite vegetal usado;10,83%;28/02/2018;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;09/06/2017;MEDIO AMBIENTE;Contenedores de pilas en marquesinas de autobús;10,83%;04/11/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;16/03/2018;MEDIO AMBIENTE;Contenedores de ropa autorizados del Ayuntamiento de Madrid;10,83%;01/03/2018;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;14/03/2017;MEDIO AMBIENTE;Contenedores o sacos de residuos de construcción y demolición (R.C.D.) llenos más de 24 horas;10,83%;14/03/2017;Diario;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;19/03/2018;MEDIO AMBIENTE;Estaciones Depuradoras del Municipio de Madrid. Calidad del Vertido;10,83%;04/08/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;10/11/2017;MEDIO AMBIENTE;Fuentes de agua para beber;10,83%;29/06/2016;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;19/02/2018;MEDIO AMBIENTE;Inspecciones ambientales de instalaciones y actividades;10,83%;20/10/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;25/08/2017;MEDIO AMBIENTE;Instalaciones hidráulicas ornamentales en parques históricos, singulares y forestales;10,83%;11/08/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;25/08/2017;MEDIO AMBIENTE;Instalaciones hidráulicas ornamentales en vías públicas;10,83%;24/08/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;11/08/2017;MEDIO AMBIENTE;Inventario de zonas verdes;10,83%;11/08/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;10/08/2017;MEDIO AMBIENTE;Inversiones financieramente sostenibles Agua y Zonas Verdes 2017;10,83%;28/07/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;17/10/2017;MEDIO AMBIENTE;Mobiliario urbano. Juegos en Áreas Infantiles;10,83%;13/06/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;14/06/2017;MEDIO AMBIENTE;Mobiliario urbano: Bancos;10,83%;13/06/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;23/06/2017;MEDIO AMBIENTE;Mobiliario urbano: Papeleras;10,83%;23/01/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;23/06/2017;MEDIO AMBIENTE;Mobiliario urbano: Papeleras con dispensador de bolsas de excrementos para perros;10,83%;23/01/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;20/03/2018;MEDIO AMBIENTE;Parques y Jardines;10,83%;12/03/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;12/01/2018;MEDIO AMBIENTE;Plan del arbolado de zonas verdes y del viario;10,83%;28/07/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;05/03/2018;MEDIO AMBIENTE;Puntos Limpios de Proximidad;10,83%;05/03/2018;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;20/03/2018;MEDIO AMBIENTE;Puntos Limpios Fijos;10,83%;12/03/2014;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;01/03/2018;MEDIO AMBIENTE;Puntos Limpios Móviles;10,83%;10/03/2017;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;06/02/2018;MEDIO AMBIENTE;Recogida de residuos;10,83%;31/07/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;21/02/2018;MEDIO AMBIENTE;Sanciones sobre limpieza urbana y zonas verdes;10,83%;02/08/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;12/03/2018;MEDIO AMBIENTE;Tipos de residuos y donde depositarlos;10,83%;12/03/2018;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;19/03/2018;URBANISMO;Aparcamientos públicos municipales;8,97%;15/04/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;19/03/2018;URBANISMO;Aparcamientos residentes P.A.R. y aparcamientos públicos mixtos;8,97%;15/04/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;0;1;21/02/2018;URBANISMO;Autorizaciones administrativas sobre actuaciones urbanísticas en suelo de dominio público;8,97%;21/02/2018;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;0;1;14/09/2017;URBANISMO;Callejero municipal: ejes de viario;8,97%;18/07/2017;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;19/03/2018;URBANISMO;Callejero Oficial del Ayuntamiento de Madrid;8,97%;30/03/2015;Diario;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;13/03/2018;URBANISMO;Callejero, información adicional asociada: códigos postales, zonas SER, categoría fiscal, parcela catastral, etc.;8,97%;13/03/2018;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;05/05/2017;URBANISMO;Callejero. Cambios de denominación Comisionado de Memoria Histórica;8,97%;28/04/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;1;0;02/03/2017;URBANISMO;Cartografía del Ayuntamiento de Madrid. Servicio WMS;8,97%;12/03/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;14/08/2017;URBANISMO;Cartografía municipal por distritos a escala 1:1000, formato SHP, ETRS89;8,97%;30/03/2015;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;22/03/2017;URBANISMO;Cartografía municipal por distritos a escala 1:20000, formato SHP, ETRS89;8,97%;30/03/2015;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;22/03/2017;URBANISMO;Cartografía municipal por distritos a escala 1:5000, formato SHP, ETRS89;8,97%;30/03/2015;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;16/02/2018;URBANISMO;Catálogo de edificios protegidos. Cambios de catalogación;8,97%;23/08/2017;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;20/02/2018;URBANISMO;Consultas urbanísticas comunes y especiales;8,97%;20/02/2018;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;13/03/2018;URBANISMO;Distritos y barrios (información de perímetro, superficie y geográfica);8,97%;12/12/2016;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;14/03/2018;URBANISMO;Edificabilidad remanente en ámbitos de ordenación del PGOUM 97;8,97%;17/12/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;14/03/2018;URBANISMO;Elementos de mobiliario urbano y juegos homologados;8,97%;10/01/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;20/03/2018;URBANISMO;Embajadas y Consulados;8,97%;12/03/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;14/03/2018;URBANISMO;Estado de desarrollo de los ámbitos de ordenación del PGOUM 97;8,97%;17/12/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;09/03/2018;URBANISMO;Inspecciones técnicas de aparcamientos municipales;8,97%;29/09/2017;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;04/01/2018;URBANISMO;Inventario de Patrimonio Municipal del Suelo;8,97%;05/05/2016;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;0;1;20/02/2018;URBANISMO;Licencias urbanísticas otorgadas, declaraciones responsables y comunicaciones previas;8,97%;20/02/2018;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;13/03/2018;URBANISMO;Listas de espera de aparcamientos de residentes (P.A.R.);8,97%;18/11/2016;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;1;0;23/06/2017;URBANISMO;PGOUM 97. Plano de condiciones de edificación;8,97%;23/06/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;1;0;15/06/2017;URBANISMO;PGOUM 97. Plano de ordenación;8,97%;15/06/2017;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;1;0;19/05/2017;URBANISMO;Planeamiento urbanístico. Modificaciones aprobadas del PGOU y planes parciales aprobados;8,97%;18/05/2017;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;1;0;19/05/2017;URBANISMO;Planeamiento urbanístico. Usos y destinos del suelo;8,97%;19/05/2017;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;1;0;13/03/2018;URBANISMO;Puntos de interés de transporte para navegadores (estaciones de metro, cercanías, autobuses, taxi);8,97%;13/03/2018;;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;13/02/2018;URBANISMO;Red topográfica de Madrid;8,97%;13/02/2018;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;13/03/2018;URBANISMO;Zonas del Servicio de Estacionamiento Regulado, S.E.R.;8,97%;13/03/2018;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;20/03/2018;CULTURA Y OCIO;Actividades Culturales y de Ocio Municipal en los próximos 100 días;6,19%;24/06/2014;Diario;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;20/03/2018;CULTURA Y OCIO;Actividades gratuitas en Bibliotecas Municipales en los próximos 60 días;6,19%;27/05/2014;Diario;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;19/03/2018;CULTURA Y OCIO;Agenda de actividades y eventos;6,19%;29/03/2017;Diario;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;0;1;18/01/2018;CULTURA Y OCIO;Agenda de eventos en Medialab Prado 90 días;6,19%;31/10/2014;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;23/01/2018;CULTURA Y OCIO;Áreas de actividades para mayores;6,19%;10/04/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;01/02/2018;CULTURA Y OCIO;Áreas infantiles municipales;6,19%;10/04/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;0;1;15/03/2018;CULTURA Y OCIO;Bibliotecas Públicas de Madrid: Catálogo;6,19%;15/03/2018;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;15/03/2018;CULTURA Y OCIO;Bibliotecas Públicas de Madrid: Préstamos Activos;6,19%;15/03/2018;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;0;0;13/02/2018;CULTURA Y OCIO;Bibliotecas Públicas de Madrid: Préstamos Activos. Histórico;6,19%;07/10/2014;1 Mes;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;06/11/2014;CULTURA Y OCIO;Bibliotecas y bibliobuses en la ciudad de Madrid;6,19%;12/03/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;20/03/2018;CULTURA Y OCIO;Centros Culturales Municipales (incluyen Socioculturales y Juveniles);6,19%;12/03/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;19/03/2018;CULTURA Y OCIO;Edificios de carácter monumental;6,19%;26/09/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;19/03/2018;CULTURA Y OCIO;Fundaciones;6,19%;26/09/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;0;1;06/04/2015;CULTURA Y OCIO;Monumentos de la ciudad de Madrid;6,19%;06/04/2015;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;1;1;0;20/03/2018;CULTURA Y OCIO;Museos de la ciudad de Madrid;6,19%;12/03/2014;1 Año;8,74
Comunidad de Madrid;Madrid;323;;;Creative Commons;true;true;true;true;0;0;1;16/02/2018;CULTURA Y OCIO;Rodajes;6,19%;04/02/2015;1 Mes;8,74
